index,discriptions,mapped_rating
8209,tien nao cua nay không toi ngan thi lam sao co dc nhu trong hjnh coj nhu bai hoc dj,1
8210,xoa lên không mịn từng mảng trắng cứ hiện lên nói chung là không tự nhiên chút nào chán,1
8211,đặt xl quần mà giao newborn,1
8212,sp không đẹp như trong hình hộp nhìn sơ xài giống như hàng chợ thấy thất vọng,1
8214,sản phẩm lỗi hơi khác hình chất lượng sản phẩm kém đóng gói sản phẩm kém,1
8215,sp đẹp thank shop nhiều nhé chúc shop có nhiều khách hàng hơn,0
8216,vải mỏng không dày như trong hình,1
8217,đặt trắng giao đen ib sh k trả lời tiền nào của nấy hi vọng sh phục vụ tốt hơn cũng k muốn đổi trả vì đang có việc và bất tiện cả,1
8218,giá cả phù hợp với tiền,0
8219,chất lượng sản phẩm rất kém đóng gói sản phẩm rất kém shop phục vụ rất kém không nên mua ở shop như này làm ăn vớ vẩn đặt trắng đen mà gửi trắng nhắn tin thì không thèm trả lời luôn,1
8220,gắn gương vào không được vì chuôi xoắn ốc bị hư,1
8221,chất lượng sản phẩm mỏng không như hình,1
8222,giay dep gia lại ok nua ạ cam on shop nhe se ủg hộ shop dài dài,0
8223,check mã vạch bằng phần mềm icheck báo hàng chuẩn,0
8224,mau k hop voi mi h cho sai mau roi con thi ok đóng gói sản phẩm rất đẹp và chắc chắn,0
8225,hàng chất lượng nhất từ truoc đen gio mà mình da rat rat hài long ve sp shop có tặng kèm quà nữa ưng vô,0
8226,chất lượng chưa dùng thử chưa biết nhưng nhìn bên ngoài rất đẹp rất ưng sẽ ủng hộ shop lần nữa,0
8227,lạng túi zip số k giao hàng sau ngày,0
8228,hàng về mà cái hộp móp méo tùm lum,1
8230,cty lừa đảo dẹp dc rồi,1
8231,chất lượng sản phẩm rất kém không chạy kim đáng lẽ trả nhưng do mua dùm nên thôi,1
8232,mới nhận được sách đã tụt hứng đọc bìa bị gấp cạnh minh chứng cho việc sách cũ đã từng bị đọc rồi,1
8233,trùi ui chị quấn chống sốc dày lun này thì cho mày muốn vỡ cũng k đc nhé đặt cái giao hàng ngay cho bên vận chuyển quá thần tốc hàng chuận nun giá thì siu iu thưn,0
8234,sản phẩm rất đẹp phù hợp với giá tiền,0
8235,chất lượng sản phẩm cực kì kém lần đổi trả hỏng cả chuột khuyến cáo tìm hiểu kĩ trước khi mua vô cùng thất vọng và chán không còn lời nào để nói quá tồi cho cho một con chuột,1
8237,nhựa thơm biết thế đặt thêm đôi màu đen ưng lắm thank shop nha,0
8238,vải mỏng như lá lúa hình ảnh chỉ mang tính chất minh hoa rẻ quá mà thoi gian giao hàng nhanh,1
8239,trông như hàng gia công sản phẩm công nghệ mà không hề có seri trên sản phẩm quá lởm,1
8240,giao sang loại gạo rau củ,1
8241,chất lượng sản phẩm tuyệt vời hàng đẹp chất đẹp,0
8242,đồng hồ đẹp lắm nhưng sao hay đứng kim với chạy chậm vậy shop,0
8243,hóng đc trải nghiệm sớm,0
8244,hàng bị nứt cái quai cầm,1
8245,chất lượng sản phẩm tốt giao hàng nhanh,0
8246,mùi rất hắc cảm quan thấy k phải hàng chính hãng hic,1
8247,sp dc thoi gian giao hang quá lâu,1
8249,bôi vào thun cột tóc thơm từ sáng đến tối mùi golden rất là ngọt,0
8250,kệ k đánh số không biết ghép,1
8251,hàng đẹp mình đang cần đôi như vậy ok,0
8252,không vua y cho lam,1
8253,khuyên mng đừng mua sản phẩm thép bên trong rất mỏng không thể kẹp được điện thoại mua cái hỏng cả hàng hỏng rồi sao trả hàng được nữa shop phục vụ cũng rất kém nt không thèm trả lời,1
8254,sản phẩm nên mua trong tầm giá shop uy tín chăm sóc khách hàng tốt,0
8255,sản phẩn chỉ làm nồi hâm nóng cắm cháo không sôi nổi cám đến tiếng đồng hồ rồi mà vẫn chỉ ấm nc sờ cái vỏ ở ngoài thì nóng gian còn ruột bên trong chỉ âm ấm sản phẩm quá tệ shop dao hàng k kiểm tra chất lượng quá chán,1
8256,cơm ngon nhưng gà hơi cứng và ít đóng gói sản phẩm rất đẹp và chắc chắn,0
8257,đặt mua đôi mà hết đôi trùng màu biết là gửi ngẫu nhiên nhưng cũng phải gửi khác mẫu chứ nhận hàng mà rất bực mình nhận hàng cũng lâu nữa chứ,1
8258,giao hàng chưa nhanh lắm shop phục vụ rất tốt,0
8259,hài lòng lắm giao hàng nhanh,0
8260,chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh sẽ ủng hộ shop lâu dài,0
8261,sim khuyen mai thang dau nhg khi nhận lại phải nạp tiền láo toét chất lượng sản phẩm rất kém,1
8262,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm ok,0
8264,giày đẹp lắm nha shop còn được bỏ vào hộp đã thế shop còn tặng đôi vớ xinh xắn một điểm trừ là shop rep tin nhắn rất chậm nhưng không sao em vẫn cho shop sao,0
8265,sao cho cách đóng gói này sản phẩm khác trong ảnh trời k có chữ yong guan và không có vạch như trong mô tả bóng thì nhẹ tênh bóng dành cho con nít đá à m n tránh xa cái shop này nhé,1
8266,hang giog hih mih rat thich se ung ho shop tip nhá,0
8267,thực là khi gấp cuốn sách lại thì tôi chẳng hiểu sách viết về cái gì đó là ý kiến của riêng tôi mà thôi có cảm giác những câu chuyện trong cuốn sách làm tôi bối rối khó hiểu và đau đầu những lí lẽ phi thực tế những câu chuyện có cảm giác không thực tế và hơi bị cổ tích văn phong nhẹ nhàng bay bổng và có phần trẻ con đọc nửa cuốn rồi nhưng tôi vẫn chẳng hiểu cuốn sách nói về cái gì cố đọc hết và lại càng khó hiểu thật li kì và tôi thì chẳng hiểu nổi cái sự li kì ấy,1
8268,chất lượng sản phẩm tuyệt vời hợp với giá tiền,0
8269,tinh dầu dưỡng tóc qúa khác mô tả không thấy hạn lun,1
8270,chất lượng sản phẩm tuyệt nguyên sel đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền,0
8271,đóng gói sản phẩm rất đẹp và chắc chắn đang check code và kết quả như hình ảnh đã đăng kèm theo chất thế nào thì chưa biết xin cảm ơn shop,0
8272,đồ bé trai vải jean đẹp còn vải bé gái không đc đẹp lắm,0
8274,đóng gói chán đổ hết tất cả các lọ keo ra ngoài,1
8275,tôi vẫn chua nhận được voucher của b dub nhé dt minh vẫn chua nhận dược,1
8276,giao hàng không giống và đặt size tuổi thì giao đảo,1
8277,đã đc deal còn đc tặng quà cảm ơn shop nhiều,0
8278,vãi gắm vao dt sai không dc,1
8279,sản phẩm không như ý muốn quá mỏng nhưng thôi coi như ủng hộ shop,1
8280,đeo được ngày thì đã tróc xi lừa gạt đã buôn bán nên lấy chữ tín chứ làm ăn kiểu này thì k còn lòng tin nơi khách hàng quá tệ,1
8281,thời gian giao hàng nhanh giày nhìn đẹp trẻ khoe chất liệu phù hợp với giá tiền,0
8282,hang rat dep rat ung y,0
8283,bìa sách màu khá đẹp bắt mắt các hình vẽ bên trong đa dạng nhưng hơi nhỏ khiến cho phần tô màu của người dùng không được đẹp cho lắm giá cả hợp lý quyển sách giúp giảm stres và căng thẳng của công việc rất tốt sau những giờ mệt mỏi và áp lực của cuộc sống của công việc mình hay tô vẽ quyển sách để giảm đi sự mệt mỏi cho bản thân đây thực sự là một cuốn sách hay và nên mua cho các bạn trẻ và nhân viên văn phòng sinh viên học sinh,1
8284,chất lượng ok hàng đẹp giá đẹp,0
8285,áo xấu lắm măc như cái váy ấy thiêt kế không đẹp,1
8286,không thể sử dụng được nếu chưa đục lỗ không biết là chỉ miếng này bị lỗi hay tất cả đều bị,1
8287,thời gian đầu lúc nhận sản phẩm thì kiểm tra rất kỹ chân đế sản phẩm có biểu hiện bị trầy rất nhiều ở khớp nối với trục cố định màn hình tuy nhiên tôi đã suy nghĩ là có thể là chất liệu nó như thế hoặc là sp phải được kiểm duyệt trước khi ra bán nên sẽ phải test tháo lắp nhiều lần tin tưởng tiki các phần còn lại thì ok tôi tự tin sử dụng không cần đổi trả nhưng sau gần ngày sử dụng sản phẩm có hiện tượng bung keo mép màn hình và bị hở sáng ngay chỗ keo bị bung tôi đã liên hệ một số chỗ bán được báo là sp mình mua là hàng trưng bày nên nó mới như vậy thiết nghĩ không biết có đúng như vậy không nếu là thật thì tiki nên xem lại hàng của mình tuy là rẻ hơn bên ngoài chỉ là k nhưng tôi vẫn là người bỏ tiền để mong nhận được sản phẩm đúng chất lượng chứ không phải hàng trưng bày và bị lỗi nếu vậy tôi thà chấp nhận bỏ cao hơn một chút để nhận được sp ưng ý nhưng vì đã mua khá nhiều hàng trên tiki rồi nên cũng khá tin tưởng và lần này là thất vọng thật sự thanks tiki,1
8288,máy dùng được lần pin đã không tích điện không dùng được nữa rồi,1
8289,chất lượng sản phẩm tuyệt vời hạt mới ăn rất ngon không gắt dầu,0
8290,giao hàng không đúng mà k nt báo hàg hoàn toàn k giống đã đặt,1
8291,đồng hồ bị sao á k đổi giờ đc,1
8292,tốt mới dùng nên chưa đánh giá được nhiều,0
8293,chất lượng sản phẩm tuyệt vời chủ shop cực nhiệt tình m mua về rộng vẫn hỗ trợ đổi size vag giao hàng nhanh cảm ơn chủ hộ dài dài,0
8294,sản phẩm này shop k giao cho mình,1
8295,chất lượng sản phẩm tuyệt vời shop rất nhiệt tình lần sau sẽ quay lại ủng hộ,0
8296,sendo nhập nhằng để cho các shop vào bán hàng giả quảng cáo ống nhòm chính hãng panda x mà giao hàng không nhãn mác giá đồng chất lượng thua ống nhòm k trong khi tôi đã tin tưởng mua hàng shop có biểu tượng sen đỏ và ghi là shop uy tín cạch mặt sendo luôn,1
8297,máy xay công suất tốt nhận hàng nhanh chị chủ nhiệt tình,0
8299,đóng gói sản phẩm rất đẹp và chắc chắn và tư vấn nhiệt tình,0
8300,shop đóng gói kĩ lắm chất lượng sp rất tốt ủng hộ shop dài dài,0
8301,chất lượng sản phẩm kém ngòi bút không thể thay thế đc,1
8302,chạy ổn trong tầm giá hy vọng sẽ bền,0
8304,cảm nhận ban đầu là tiki bọc sách khá đẹp giao hàng nhanh truyện đọc ngay mở đầu đã k thấy hấp dẫn lắm các tình tiết kinh dị đều chả thấy sợ nói chung mua rồi thì đọc cho hết truyện kể về những cái chết kì lạ bị hành hạ một cách khá dã man nhưng t đọc thì thấy không có gì ấn tượng hết giọng văn đều đều dễ buồn ngủ tóm lại mua về đọc một lần rồi chả muốn động đến nữa chắc do mình cũng không cuồng thể loại này lắm nên k hiểu hết cái hay của truyện,1
8306,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền,0
8307,đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh dưỡng xong môi mềm căng nữa son môi cũng thấy đẹp hơn nha mấy bạn nên mua,0
8308,hàng ok lắm ạ shop tư vấn nói chuyện với khách rất ủng hộ lâu dài ạ,0
8309,sẽ ủng hộ shop lâu dài,0
8310,chất lượng sản phẩm tuyệt vời k vỡ,0
8311,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh tks shop nhìu váy đầm tuyệt đẹp,0
8312,hạnh nhân ngon vỏ hơi khó tách vị không quá béo,0
8314,không đáng tiền đồng hồ được giao khác với đồng hồ giao bán mặt đồng của hãng khác không đẹp bằng trong vid và ảnh,1
8315,chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh,0
8316,ngon rất ngon quá ngon,0
8317,vỏ khôg chắc chắn mấy màn hơi xước không có dán màn hình không đúng sạc còn lại ok,1
8318,mới nhận mà đã bung hết chỉ ra rồi bó tay,1
8319,shop phục vụ rất tốt thêm dây đồng nữa thì đẹp phần tay xách có thêm đinh giữ nữa thì chắc chắn và đội giá lên chút vẫn ok cảm ơn shop,0
8320,giao hàng nhanh đồng hồ đẹp tay con gái mang hơi rộng nhưng mà đẹp,0
8321,không phải tại quạt to mà tại lưới qá bé chỉ hơn cái chụp đầu khi tắm tẹo ha ha coi như vừa làm rơi k xuống cống vậy shop k cần fai nói gì đâu,1
8322,đóng gói sản phẩm rất đẹp và chắc chắn mình có dùng kem tẩy lông này mua ở shop lần rồi dùng siêu thích thích hơn so với kem vet mua ở guardian,0
8324,chất lượng hạt rất rất ngon ạ vỏ mỏng dễ tách vị đậm đà ❤️,0
8325,sản phẩm không giống với hình nhựa k chắc chắn ốc vít có cái đã bị rỉ,1
8326,đay la lan thu mua hang that su rat hai long se ung ho shop dai dai,0
8327,chất lượng giấy quá kém bìa thì bị chảy mực quá kém,1
8328,hàng đã nhận được hậu cần rất nhanh và hàng rất tốt nó rất thuận tiện để mua những thứ rất hạnh phúc,0
8329,chat son mịn mui thom nhe,0
8332,gửi nhầm hàng đặt màu nude thì giao màu đen hàng có nh vết keo,1
8333,đặt màu đem thì giao màu xám,1
8334,chất lượng sản phẩm tuyệt vời đồng gói đẹp và chắc chắn giao hàng nhanh,0
8335,hàng tốt có tặng pin và bảo hành nha bà con vô ủng hộ shop nào,0
8336,giao hàng sài màu giao đôi đôi thì sop tự tăng zise đô thì k tăng,1
8337,quá ngon bác nào bán cho mình đặt cái tks,0
8338,chất giá hợp lý ship nhanh chóng,0
8339,hàng đẹp so với tầm giá,0
8340,shop trọn mầu đẹp chất vải đẹp rất ưng ý,0
8341,ngon tuy nhiên thịt còn hơi ướt khô tí nữa thì hết sảy,0
8342,mua hàng của shop vẫn yên tâm dùng không biết là chai thứ mấy rồi shop cứ bán hàng chuẩn là ủng hộ hoài à,0
8343,giày bị bung keo ở đế và có rất nhiều vết xước,1
8345,gói hàng rất đẹp chắc chắn hàng y hình đẹp dã man luôn yêu shop mong shop ngày càng phát đạt,0
8347,sản phẩm tốt hàng gói bị móp méo,0
8349,hix giảm giá đi để vác về trải nghiệm giá này hơi bị chát o o,1
8350,thấy bảo có tặng gối hơi với bịt mắt mà nhận hàng không thấy đâu đề nghị shop kiểm tra lại,1
8351,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt nước giặt thơm và sạch,0
8352,mình bỏ ra k để mua tai nghe mới chứ không phải tai nghe thanh lí nếu giảm giá để bán tai nghe thanh lí thì thông báo luôn để người ta đỡ tức giận mình mua tai nghe trên tiki nhưng của nhà cung cấp khác được tháng thì hỏng lần này mình nghĩ mua của nhà cung cấp là tiki thì chất lượng sẽ tốt hơn nhưng không vỏ hộp lúc nhận đã cũ rích vì mở ra mở vào hộp lại bẩn tem nốt cắt rõ rành rành nhìn thực sự bực mình mình luôn tin tưởng tiki hơn lazada tai nghe khác mình mua không phải nhà cung cấp là tiki nên chất lượng có không tốt mình cũng không trách nhưng mà thế này thì quá tồi hi vọng nó không chóng hỏng bỏ tiền ra mua mong mua được sự chất lượng và mua cả sự tin tưởng nữa đấy mua đồ trên tiki chất lượng chắc chỉ có sách hình ảnh mình chụp còn đẹp chán so với bên ngoài định cho sao nhưng giao hàng sớm ngày nên cho sao,1
8353,chất lượng sáo tốt lên ba quãng mượt tôi khá hài lòng shop phục vụ rất tốt,0
8354,hàng chất lượng kém quá vừa bóc túi bóng đã thấy bong chỉ,1
8355,hộp phấn bị gãy chất lượng sp khá ok giao hàng chậm,0
8356,gia công sơ xài quá lỏng lẻo nhìn k chắc chắn tí nào đấy là đánh giá thực tế của mình khi nhìn vào sp,1
8357,thoa kem rất nhanh tham không bi nhon rit dong goi san pham rất chat chan,0
8358,áo quá bé để mặc yêu cầu size tuổi giao size tuổi,1
8359,sách rất đáng đồng tiền bát gạo đẹp từ chất lượng tới nội dung nhưng tôi phê bình nghiêm khắc việc giao hàng hết sức chậm trễ luôn trễ hẹn mong tiki cố gắng khắc phục,1
8360,ta nho xiu size m kg be minh kg may mac chat cung mua bich mieng gio không biet lam sao,1
8361,shop đóng gói cẩn thận chắc chắn sữa date mới tuy nhiên giao hàng hơi lâu,0
8362,chất lượng ok tuy nhiên sz không chuẩn lắm bé hơn so với cân nặng đặt bộ bé gái giao bộ của bé trai đề nghị lần sau shop check lại đơn đặt hàng trc khi giao,0
8363,shop phục vụ rất tốt thời gian giao hàng rất nhanh ủng hộ ❤❤❤,0
8364,giao hàng xong khách thac mac ib k thèm rep k có sp tặng kem đế mỏng,1
8365,xink khỏi bàn ❤️ rất đáng tiền chất lượng sản phẩm tuyệt vời,0
8366,mực xuống không đều rất phí tiền cây viết mình mua trong nhà sách chỉ k sử dụng còn tốt hơn em này chất lượng hàng kém quá,1
8367,sản phẩm có nhiều lỗi không chắc chắn phần nhựa cán cầm nhẹ không có cảm giác chắc tay lò xo mới dùng có tuần đã bung ra kéo không cắt được các cành to hơn ngón tay thanh kéo dễ bị dắt kết là thất vọng,1
8368,đồ xinh y hình shop gửi hàng đúng mẫu e chọn mua đã rẻ hơn bên ngoài rồi lại còn đc giảm thêm thích quá,0
8369,shop chuyển không đúng size yêu cầu chat lượng sp không giống như giới thiệu,1
8370,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn nhung ao hoi nho con minh hon kg minh mua size va kg nhung mac hoi chat,0
8371,đã lắp ráp xong hiện tại thì máy chạy rất tốt đóng gói sản phẩm rất đẹp và chắc chắn,0
8372,giày như hình chất lượng sản phẩm tuyệt vời hơi bị kích chân tí,0
8373,shop phục vụ không tốt móc hít gì keo chảy ra hết đến lúc dính từng không bám không hài lòng mong shop lưu ý khi chuyển hàng cho khách,1
8374,shop gói hàng cẩn thận giao hành nhanh chăm sóc không tốt,0
8375,rất đáng tiền k như qc chất lượng cổng audio qúa tệ kết nối chập chờn bán lại ae nào cần m chất lượng sản phẩm rất kém,1
8376,nồi cơm bị lỗi tôi nhận hàng hôm qua và đã nấu nhưng cơm không chín,1
8377,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền đc shop tặng món quà nhỏ rất xinh thank shop nhiều,0
8378,chưa bàn về nội dung cuốn sách nhưng lần đầu tiên mình nhận được hàng của tiki mà lại cảm thấy thất vọng như vậy đối với người yêu sách nhìn thấy sách bị gập hay đánh rơi quyển sách thôi cũng thấy xót ruột rồi thế mà khi mở cái hộp sách tiki gửi đến cho đập vào mắt là quyển sách bị sứt góc to đùng thật không còn lời nào để diễn tả,1
8379,chất lượng của meizu thì khỏi phải nói ai không biết cài chplay thì vào ap store có sẵn trong máy rồi tải về là dùng được,0
8380,đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,0
8381,họp không có tem niêm yết,1
8383,sản phẩm giống trong ảnh đánh giá cao,0
8384,giá cả phải chăng mà chất lượng rất tốt ủng hộ shop dài dài,0
8385,haiz niềm tin dc xây dựng qa nhìu đơn hàng trc nhưng mất niềm tin chỉ cần đơn hàng là đủ thiếu đơn và vài cái chắc t xui nhăn nhúm dính vào nhau sở dĩ t chọn để bảo quản sách chứ k f cái nhăn và dính bụi vào phần trong sách giao hàng k theo dự kiến chờ đợi chắc có lẽ giao sm qen r nên lần này hơi hụt hẫn haiz chắc có lẽ đơn hàng vs quyển k dc sự chăm chút hơn là đơn hàng số lượng it hơn thì f,1
8386,đã nhận hàng và gói chắc chắn giao hàng nhanh nhân viên giao hàng dễ thương,0
8387,shop quá tệ kêu gửi hàng lại vì hàng hư ra thay bin cũng không chạy kiểu giống hàng chợ mặt xước làm ăn có tâm chút xíu nha bạn kêu mình lại cmt mình sửa lại rồi nhé quá quá tệ,1
8388,usb c nữa là tuyệt vời khớp nối điên rồ nhưng tôi thấy không ổn lắm với chỗ hở ở khớp nối,1
8389,mình mua cuốn chỉ có sách adkn là hơi cong ở góc do đóng gói còn lại rất đẹp tóm lại chất lượng cực kỳ ok rất hài lòng,0
8390,sp rất đẹp đóng gói sản phẩm rất đẹp và chắc chắn độ bền thì phải dùng thời gian mới biết đc,0
8391,chúc các anh lên đường may mắn thi đấu hết sức mình nhé,0
8392,mk đặt quyển giao mk quyển và quyển vở trong khi đó mk k mua vở làm ăn chán quá,1
8393,bị nhận một hộp móp trong khi đã dặn không nhận hàng móp méo rồi,1
8395,không dung duoc cho iphone không dung duoc cho sam sung mua ve de nhin thui ak,1
8396,độ bền thì chưa đánh giá nhưng xài ok lăm nha,0
8397,gọi điện dặn dò shop các kiểu con đà điểu kết quả shop cho cái như một phản hồi lại thì bảo ngẫu nhiên lần trước đặt cái thì gửi cái cái m nói chung là phục vụ kém thái độ không tốt,1
8398,sp rất ok tuy nhiên giao hàng chậm quá nhé bạn,0
8399,hoa linh lan đầu tiên là cái tên truyện cho ta cảm giác có sự trong sáng hồn nhiên ngây ngô khi đọc đến cái tên truyện vốn tôi mua quyển truyện này để tặng em gái nhân dịp cơ đấy nhưng mà may mắn thay tôi chưa tặng nếu không nó sẽ ném ngay quyển sách này vào mặt tôi và chởi bới tôi thậm tệ vì trong truyện có những chỗ hơi quá đà trong truyện tình cảm nhưng cũng không thể phủ nhận tác giả nói đúng là người vn đối với quà niệm về truyện tình cảm nam nữ cốt truyện cũng khá hay nhưng nội dung và cách diễn đạt của gào giừơng như đã kém đôi chút câu truyện nói về một khía cạnh một vấn đề khá nhạy cảm điều đó tôi rất cảm thông với tác giả khi đã lựa chọn vấn đề ít người khai thác này chính vì vậy nên sự ủng của bạn đọc không nhiều nhưng nguyên nhân chủ yếu có lẽ là phần sau khi anh chàng bị gán bởi cái tên thằng không chym ra nước ngoài du học tôi thấy đoạn đó rất diễn biến truyện thì khá nhanh và nhạt nhẽo đây là một câu truyện kém hấp dẫn thật may khi tôi chưa tặng nó cho em gái mình,1
8400,thời gian giao hàng nhanh đóng gói bình thường sản phẩm xài ok chắc chắn,0
8401,giao đúng mẫu tuy nhiên bọc hàng chưa chắc chắn lắm cần có băng dính ở đầu nắp chai nước tẩy trang để tránh trường hợp trong lúc vận chuyển nắp chai bị mở nước đổ hết ra ngoài thêm nữa thời gian giao hàng quá lâu gần tuần mới nhận được hàng nói chung chưa được hài lòng lắm,1
8402,đóng gói chắc chắn hàng đẹp,0
8403,xinh lắm mỗi tội shop đánh size e không chuẩn lắm bị hơi bé,0
8404,chất lượng sản phẩm tuyệt vời mình rất ưng sẽ ủng hộ shop dài dài,0
8405,sữa rửa mặt rất ok nhưng tại sao lại không có sản phẩm tặng kèm vậy,1
8406,quá đẹp với giá sale k thì quá hời cho e e bot siêu cute như thế này điểm trừ keo hơi hắc và lem nhưng mà em khắc phục được còn lại tất cả đều tốt size chuẩn nói chung ưng lắm shop ạ còn đc tặng đ tất trơn nữa thanks shop nhìu ạ có dịp sẽ ủng hộ shop tiếp ♥,0
8407,áo vải đẹp chất lượng tốt,0
8408,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rửa xong da khô căng quá,0
8409,chất lượng sản phẩm tuyệt vời tất cả hàng nhận được rất ưng ý,0
8410,chất lượng sản phẩm tuyệt vời shop rất nhiệt tình,0
8411,thời gian giao hàng chậm hàng k giống bao bì sp,1
8412,sản phẩm tốt sóng ổn định k biết lâu dài thế nào vẩn ủng hộ shop,0
8413,màu tất đẹp mỗi tội chất tất hơi mỏng ạ nhưng so với giá tiền như vậy là ok r,0
8414,sản phẩm lỗi tk bán nó nói đéo phải hàng nó nên hk nhận lạicái tem dán lại bán cho tao rồi sủa như chó vậy tk bắc kì,1
8415,đóng gói sản phẩm rất cẩn thận đẹp sản phẩm nhìn không bắt mắt sạc điện thoại pin dự phòng nóng nạp đầy pin dự phòng lên đủ đèn để đêm đến sáng mất đèn sản phẩm bán với giá khuyến mãi ảo,1
8416,đặt màu vàng shop giao màu đồng tào lao quá,1
8417,mua cái áo cùng là size m mà lại có cỡ khác nhau mọi người mua hàng lưu ý size không đúng thực tế xíu nào cả nha shop phục vụ rất kém rất không đáng tiền,1
8418,nồi rất mỏng mới nấu lần đầu nhưng đã tróc hết lớp chống dính chỗ lỗ thoát hơi thì chảy đầy nước ra mặc dù mình nấu rất ít với số tiền như vậy thì không đáng mua chút nào,1
8419,sách đẹp không nhăn đóng gói sản phẩm rất đẹp và chắc chắn,0
8421,giao hàng chậm mặc dù nội thành tuy nhiên bù lại shop đóng gói sản phẩm rất đẹp hộp quà cực xinh xắn,0
8422,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop đóng mấy lớp liền thời gian giao hàng rất nhanh,0
8423,mình đã nhận được hàng giày đẹp dáng đẹp ạ lần sau mình ủng hộ tiếp,0
8424,giày đẹp và giá quá là yêu luôn,0
8425,có tặng cột tóc xinh xinh cảm ơn shop,0
8426,chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh rất đáng tiền chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh,0
8428,dây bị lỗi bog tróc chất lượng sản phẩm kém,1
8429,s tui đặt khôn mà ra august z ib chỉnh sửa tui,0
8430,chất lượng kém lỗi bị tróc da vẫn trả hàng thất vọng k giống trong hình,1
8431,quá ổn hàng đẹp chất lượng mới đầu hoài nghi nhưng nhận được hành rồi phải nói là rất ok,0
8432,mua đầu quạt moto johnson nhận hàng rồi kiểm tra ra moto trung quốc tôi nghĩ shop điện tử quốc an co y lừa đảo khách hàng trên hệ thống sen đỏ mong sen đó kiểm tra lại đối tác và khuyến cáo khách hàng hãy cảnh giác với shop điện tử quốc ấn,1
8433,chua xai nhug cho shop,0
8434,đóng gói sản phẩm rất đẹp và chắc chắn mới sài chưa thấy hiệu quả không biết sau này ra sao vẫn cho sao,0
8435,nước hoa thơm dịu chất lượng sản phẩm tuyệt vời,0
8436,thất bại của lg g là đây,1
8437,gáy sổ hơi thô không đẹp bằng gáy quyển sổ chấm lần trước mình mua giấy dày dặn thiết kế hợp thời nhìn khá bắt mắt ngoại trừ phần gáy sổ ra thì không còn gì để chê giá cả hợp lý ủng hộ shop ra thêm nhiều mẫu sổ ô vuông nữa nhé mỗi lần muốn mua sổ ô vuông ngoài quyển này không còn mẫu khác,0
8438,lúc cho sao khi khi xài bị vô nước rồi kính bị trầy,1
8439,dùng cũng ok đấy còn có cả chức năng soi đèn pin nữa,0
8440,nồi nấu cháo ok lắm đóng gói sản phẩm rất đẹp và chắc chắn,0
8441,chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt đáng tiền,0
8442,món này chua dùng nên chưa biết thế nào ạ có gì mình se coment sau rất đáng tiền thời gian giao hàng rất nhanh,0
8443,shop phục vụ nhiệt tình giao hàng nhanh chất lượng sản phẩm tốt,0
8444,hàng đóng gói rất cẩn thận giao hàng nhanh nhưng shop nên bổ sung thêm các mặt hàng khác nữa cho phong phí cũng là dòng bột đấy nhưng có dòng không organic giá thành rẻ nhiều đó bạn,0
8445,đậu phộng mình mua đợt gần đây đều bị mềm không giòn nghe mùi dầu mong là lần sau mình mua nữa thì shop sẽ gửi hàng mới cho mình,1
8447,hàng tốt đóng gói tốt sp đi êm nhẹ chắc chắn,0
8448,sản phẩm quá tệ vừa dơ vải thô gửi hang không đúng như hinh thất vọng,1
8449,chất lượng chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền,0
8451,dao không xay nhuyễn được chất lượng sản phẩm kém,1
8452,lần nào mua hàng ở shop cũng rất hài lòng hàng chuẩn shop đóng gói sp rất kỹ giao hàng nhanh review màu pink break son khá mượt môi ai khô đánh sẽ bị bột v nên vẫn cần cấp ẩm cho môi đầy đủ để son lên môi mượt nhất có thể màu son khá bình thường k có j nổi bật,0
8453,nhiệt tình với khách hàng làm ăn có trách nhiệm uy tín,0
8454,sai quá sai rồi v,1
